pkt_i,len,iat,dir
56227,1276,15,-1
56228,20,6,1
56229,1440,95,-1
56230,1276,14,-1
56231,20,5,1
56232,1358,215,-1
56233,170,27668,-1
56234,20,36,1
56235,1440,44254,-1
56236,1276,42,-1
56237,20,12,1
56238,1358,27312,-1
56239,1440,147,-1
56240,20,16,1
56241,1276,36,-1
56242,1440,217,-1
56243,20,15,1
56244,1276,21,-1
56245,1358,162,-1
56246,20,9,1
56247,563,336,1
56248,20,74,-1
56249,563,130,1
56250,20,128,-1
56251,1440,7049,-1
56252,1276,52,-1
56253,20,11,1
56254,563,339,1
56255,20,156,-1
56256,1440,18132,-1
56257,1276,36,-1
56258,20,10,1
56259,1440,128,-1
56260,1276,18,-1
56261,20,6,1
56262,1440,213,-1
56263,1276,10,-1
56264,20,8,1
56265,1440,277,-1
56266,1276,6,-1
56267,20,6,1
56268,355,27793,-1
56269,1440,15806,-1
56270,20,30,1
56271,1276,40,-1
56272,1440,128,-1
56273,20,8,1
56274,1276,30,-1
56275,1440,134,-1
56276,20,10,1
56277,1276,17,-1
56278,1440,275,-1
56279,20,10,1
56280,1276,32,-1
56281,1440,149,-1
56282,20,11,1
56283,1276,20,-1
56284,1440,228,-1
56285,20,15,1
56286,1276,20,-1
56287,563,190,1
56288,20,122,-1
56289,1440,11425,-1
56290,1276,37,-1
56291,20,10,1
56292,1358,10416,-1
56293,1440,5620,-1
56294,20,20,1
56295,1276,36,-1
56296,1358,146,-1
56297,20,12,1
56298,1358,60904,-1
56299,1440,215,-1
56300,20,22,1
56301,1440,32,-1
56302,1194,8,-1
56303,20,9,1
56304,1440,210,-1
56305,1276,38,-1
56306,20,11,1
56307,1440,90,-1
56308,1276,5,-1
56309,20,9,1
56310,1440,257,-1
56311,1276,12,-1
56312,20,8,1
56313,1440,346,-1
56314,1276,7,-1
56315,20,8,1
56316,1077,185,1
56317,20,98,-1
56318,1440,19060,-1
56319,1276,44,-1
56320,20,12,1
56321,1440,136,-1
56322,1276,8,-1
56323,20,6,1
56324,1440,308,-1
56325,1276,8,-1
56326,20,6,1
56327,1440,8377,-1
56328,1276,23,-1
56329,20,8,1
56330,613,7688,-1
56331,20,39784,1
56332,1440,32764,-1
56333,1276,50,-1
56334,20,11,1
56335,1358,25,-1
56336,1358,261,-1
56337,20,0,1
56338,1440,481,-1
56339,20,38,1
56340,1440,32,-1
56341,1194,6,-1
56342,20,6,1
56343,1358,108,-1
56344,1440,282,-1
56345,20,15,1
56346,1276,20,-1
56347,20,206,1
56348,1440,11,-1
56349,1276,17,-1
56350,20,20,1
56351,563,365,1
56352,20,82,-1
56353,563,42,1
56354,20,87,-1
56355,1358,10626,-1
56356,1358,128,-1
56357,20,13,1
56358,509,42175,-1
56359,20,36080,1
56360,1440,6661,-1
56361,1276,25,-1
56362,20,12,1
56363,1358,178,-1
56364,20,250,1
56365,1440,56,-1
56366,1276,9,-1
56367,20,10,1
56368,1440,241,-1
56369,1276,17,-1
56370,20,9,1
56371,1440,159,-1
56372,1276,10,-1
56373,20,9,1
56374,1440,263,-1
56375,1276,36,-1
56376,20,11,1
56377,1358,115,-1
56378,20,277,1
56379,1440,12022,-1
56380,1276,41,-1
56381,20,13,1
56382,563,234,1
56383,20,133,-1
56384,994,70513,-1
56385,563,348,1
56386,20,108,-1
56387,1440,16903,-1
56388,1276,47,-1
56389,20,13,1
56390,1440,124,-1
56391,1276,8,-1
56392,20,6,1
56393,1440,591,-1
56394,1276,21,-1
56395,20,7,1
56396,1440,18,-1
56397,1276,5,-1
56398,20,15,1
56399,1440,44,-1
56400,1276,5,-1
56401,20,5,1
56402,1440,277,-1
56403,1276,12,-1
56404,20,6,1
56405,1358,11303,-1
56406,20,38822,1
56407,1440,45246,-1
56408,1276,46,-1
56409,20,15,1
56410,1440,591,-1
56411,1276,20,-1
56412,20,10,1
56413,1440,241,-1
56414,1276,20,-1
56415,20,10,1
56416,1440,169,-1
56417,1276,11,-1
56418,20,9,1
56419,563,149,1
56420,1440,107,-1
56421,1276,8,-1
56422,20,9,1
56423,20,225,-1
56424,1440,168,-1
56425,1276,5,-1
56426,20,10,1
56427,1358,278,-1
56428,1440,11806,-1
56429,20,36,1
56430,1276,45,-1
56431,998,16664,-1
56432,20,30,1
56433,1358,74841,-1
56434,1358,329,-1
56435,20,18,1
56436,1440,190,-1
56437,1440,13,-1
56438,20,6,1
56439,1194,22,-1
56440,1440,147,-1
56441,20,7,1
56442,1276,17,-1
56443,1440,275,-1
56444,20,13,1
56445,1276,40,-1
56446,1440,190,-1
56447,20,13,1
56448,1276,27,-1
56449,1358,195,-1
56450,563,9,1
56451,20,62,-1
56452,563,330,1
56453,20,106,-1
56454,563,181,1
56455,20,81,-1
56456,1440,10488,-1
56457,1276,43,-1
56458,20,11,1
56459,1023,79368,-1
56460,1440,3254,-1
56461,20,44,1
56462,1276,45,-1
56463,1440,267,-1
56464,20,12,1
56465,1276,30,-1
56466,1440,199,-1
56467,20,12,1
56468,1276,19,-1
56469,1440,186,-1
56470,20,13,1
56471,1276,46,-1
56472,1440,189,-1
56473,20,42,1
56474,1276,29,-1
56475,1440,185,-1
56476,20,11,1
56477,1276,18,-1
56478,1440,21778,-1
56479,20,40,1
56480,1276,43,-1
56481,1358,9,-1
56482,20,8,1
56483,563,397,1
56484,20,73,-1
56485,1440,76888,-1
56486,1276,49,-1
56487,20,11,1
56488,1440,86,-1
56489,1276,7,-1
56490,20,7,1
56491,1440,237,-1
56492,1276,13,-1
56493,20,6,1
56494,1440,256,-1
56495,1276,8,-1
56496,20,28,1
56497,1440,227,-1
56498,1276,15,-1
56499,20,7,1
56500,1440,171,-1
56501,1276,9,-1
56502,20,6,1
56503,1358,10305,-1
56504,1358,45,-1
56505,20,11,1
56506,659,15679,-1
56507,20,38004,1
56508,1440,34307,-1
56509,1276,46,-1
56510,20,36,1
56511,1440,96,-1
56512,1276,8,-1
56513,20,19,1
56514,1440,196,-1
56515,1276,10,-1
56516,20,9,1
56517,563,201,1
56518,1440,73,-1
56519,1276,10,-1
56520,20,8,1
56521,20,24,-1
56522,1440,142,-1
56523,1276,5,-1
56524,20,8,1
56525,1440,240,-1
56526,1276,10,-1
56527,20,9,1
56528,1077,149,1
56529,20,99,-1
56530,1358,15974,-1
56531,1440,212,-1
56532,20,20,1
56533,1276,30,-1
56534,1440,172,-1
56535,1276,10,-1
56536,20,6,1
56537,1358,1166,-1
56538,20,15,1
56539,869,72692,-1
56540,1440,6105,-1
56541,20,39,1
56542,1276,53,-1
56543,1358,72,-1
56544,20,12,1
56545,1440,221,-1
56546,1276,24,-1
56547,20,10,1
56548,1440,228,-1
56549,1276,13,-1
56550,20,10,1
56551,1440,192,-1
56552,1276,12,-1
56553,20,8,1
56554,1440,303,-1
56555,1440,24,-1
56556,20,10,1
56557,1194,15,-1
56558,1440,11462,-1
56559,20,29,1
56560,1276,36,-1
56561,1440,123,-1
56562,20,10,1
56563,1276,24,-1
56564,1358,262,-1
56565,20,15,1
56566,563,946,1
56567,20,67,-1
56568,1440,84491,-1
56569,1276,37,-1
56570,20,11,1
56571,1358,169,-1
56572,1440,271,-1
56573,20,25,1
56574,1276,34,-1
56575,1440,180,-1
56576,20,9,1
56577,1440,24,-1
56578,1194,7,-1
56579,20,6,1
56580,1440,102,-1
56581,1276,9,-1
56582,20,8,1
56583,1440,225,-1
56584,1276,8,-1
56585,20,8,1
56586,563,145,1
56587,20,68,-1
56588,563,191,1
56589,20,58,-1
56590,1440,11849,-1
56591,1276,31,-1
56592,20,10,1
56593,1440,183,-1
56594,1276,20,-1
56595,20,10,1
56596,1440,236,-1
56597,1276,37,-1
56598,20,9,1
56599,1358,3780,-1
56600,1256,5605,-1
56601,20,14,1
56602,1077,70030,1
56603,20,267,-1
56604,1077,166,1
56605,20,225,-1
56606,1077,174,1
56607,20,196,-1
56608,1077,149,1
56609,20,190,-1
56610,1077,133,1
56611,20,144,-1
56612,1077,243,1
56613,20,69,-1
56614,1077,275,1
56615,20,105,-1
56616,1077,118,1
56617,20,73,-1
56618,1440,2160,-1
56619,1276,22,-1
56620,20,10,1
56621,1440,209,-1
56622,1276,17,-1
56623,20,9,1
56624,1440,177,-1
56625,1276,9,-1
56626,20,10,1
56627,1440,185,-1
56628,1276,9,-1
56629,563,11,1
56630,20,66,-1
56631,1440,136,-1
56632,20,12,1
56633,1276,69,-1
56634,1440,178,-1
56635,20,10,1
56636,1276,32,-1
56637,1440,11416,-1
56638,20,24,1
56639,1276,44,-1
56640,1440,138,-1
56641,20,32,1
56642,1276,32,-1
56643,1440,174,-1
56644,20,10,1
56645,1276,20,-1
56646,1440,247,-1
56647,20,31,1
56648,1276,32,-1
56649,1440,212,-1
56650,20,17,1
56651,1276,23,-1
56652,1358,71,-1
56653,20,10,1
56654,1440,5046,-1
56655,1276,22,-1
56656,20,10,1
56657,563,404,1
56658,20,206,-1
56659,563,24,1
56660,20,123,-1
56661,563,1539,1
56662,20,65,-1
56663,1077,15669,1
56664,20,119,-1
56665,1077,200,1
56666,20,111,-1
56667,1077,283,1
56668,20,88,-1
56669,1077,229,1
56670,20,68,-1
56671,1077,613,1
56672,20,61,-1
56673,1077,162,1
56674,20,67,-1
56675,1077,382,1
56676,20,106,-1
56677,1077,267,1
56678,20,56,-1
56679,1077,792,1
56680,20,169,-1
56681,1480,264,1
56682,131,22,1
56683,20,56,-1
56684,1077,946,1
56685,20,95,-1
56686,1077,272,1
56687,20,67,-1
56688,1077,136,1
56689,20,66,-1
56690,1077,1179,1
56691,20,135,-1
56692,1077,128,1
56693,20,177,-1
56694,1077,198,1
56695,20,116,-1
56696,1480,216,1
56697,131,74,1
56698,20,78,-1
56699,1077,170,1
56700,20,88,-1
56701,1077,240,1
56702,20,57,-1
56703,1077,239,1
56704,20,95,-1
56705,1480,191,1
56706,131,98,1
56707,20,98,-1
56708,1480,2737,1
56709,131,66,1
56710,20,42,-1
56711,1356,5149,-1
56712,20,36891,1
56713,1440,25038,-1
56714,1276,40,-1
56715,20,21,1
56716,1440,69,-1
56717,1276,41,-1
56718,20,6,1
56719,1440,252,-1
56720,1276,34,-1
56721,20,30,1
56722,1440,138,-1
56723,1276,7,-1
56724,20,7,1
56725,1440,274,-1
56726,1276,13,-1
56727,20,6,1
56728,1440,211,-1
56729,1276,21,-1
56730,20,10,1
56731,1440,27570,-1
56732,1276,45,-1
56733,20,10,1
56734,1440,104,-1
56735,1276,8,-1
56736,20,5,1
56737,1440,280,-1
56738,1276,22,-1
56739,20,8,1
56740,1440,198,-1
56741,1276,8,-1
56742,20,5,1
56743,1440,442,-1
56744,1276,11,-1
56745,563,17,1
56746,20,46,-1
56747,1440,110,-1
56748,20,9,1
56749,1276,23,-1
56750,1358,11875,-1
56751,20,34,1
56752,1327,23929,-1
56753,1358,19093,-1
56754,20,39,1
56755,1440,149,-1
56756,1276,8,-1
56757,20,6,1
56758,1440,240,-1
56759,1440,21,-1
56760,20,7,1
56761,1194,20,-1
56762,1440,205,-1
56763,20,15,1
56764,1276,20,-1
56765,1440,200,-1
56766,20,15,1
56767,1276,46,-1
56768,1440,241,-1
56769,20,8,1
56770,1276,18,-1
56771,563,25,1
56772,20,76,-1
56773,1440,22886,-1
56774,1276,77,-1
56775,20,11,1
56776,1440,87,-1
56777,1276,7,-1
56778,20,6,1
56779,1440,175,-1
56780,1276,10,-1
56781,20,7,1
56782,563,100,1
56783,20,121,-1
56784,1440,11,-1
56785,1276,4,-1
56786,20,5,1
56787,1225,83738,-1
56788,20,37274,1
56789,563,126336,-1
56790,20,128,1
56791,1358,29732,-1
56792,20,151,1
56793,1440,0,-1
56794,1276,34,-1
56795,20,14,1
56796,1440,233,-1
56797,1440,23,-1
56798,20,8,1
56799,1194,12,-1
56800,1440,164,-1
56801,20,14,1
56802,1276,22,-1
56803,1440,203,-1
56804,20,12,1
56805,1276,46,-1
56806,20,262,1
56807,1440,0,-1
56808,1276,36,-1
56809,20,10,1
56810,563,30,1
56811,20,114,-1
56812,1358,10999,-1
56813,1440,193,-1
56814,20,18,1
56815,1440,35,-1
56816,1194,6,-1
56817,20,5,1
56818,1440,209,-1
56819,1276,11,-1
56820,20,9,1
56821,1358,192,-1
56822,1440,748,-1
56823,20,44,1
56824,1276,15,-1
56825,563,137,1
56826,20,77,-1
56827,1440,277,-1
56828,1276,0,-1
56829,20,0,1
56830,1358,0,-1
56831,20,37466,1
56832,66,46754,-1
56833,20,146,1
56834,1440,4500,-1
56835,1276,54,-1
56836,20,15,1
56837,1358,15,-1
56838,20,149,1
56839,1358,470,-1
56840,563,295,1
56841,20,100,-1
56842,1440,683,-1
56843,1276,20,-1
56844,20,9,1
56845,1440,226,-1
56846,1276,22,-1
56847,20,8,1
56848,1440,215,-1
56849,1276,10,-1
56850,20,7,1
56851,563,210,1
56852,1440,0,-1
56853,1276,30,-1
56854,20,10,1
56855,20,55,-1
56856,1440,10156,-1
56857,1276,49,-1
56858,20,10,1
56859,1440,123,-1
56860,1276,10,-1
56861,20,6,1
56862,1440,86614,-1
56863,1276,46,-1
56864,20,15,1
56865,1440,73,-1
56866,1276,8,-1
56867,20,7,1
56868,1358,211,-1
56869,1440,490,-1
56870,20,12,1
56871,1276,32,-1
56872,1440,196,-1
56873,20,11,1
56874,1276,20,-1
56875,1440,216,-1
56876,20,10,1
56877,1276,20,-1
56878,563,41,1
56879,20,108,-1
56880,1440,132,-1
56881,1276,16,-1
56882,20,6,1
56883,1440,6703,-1
56884,1276,30,-1
56885,20,11,1
56886,1440,184,-1
56887,1276,11,-1
56888,20,10,1
56889,1440,308,-1
56890,1276,26,-1
56891,20,10,1
56892,1440,111,-1
56893,1276,6,-1
56894,20,9,1
56895,1358,258,-1
56896,1440,9719,-1
56897,20,26,1
56898,1276,41,-1
56899,1358,69,-1
56900,20,10,1
56901,337,4491,-1
56902,20,37273,1
56903,1440,33383,-1
56904,1276,45,-1
56905,20,14,1
56906,1440,83,-1
56907,1276,18,-1
56908,20,7,1
56909,563,221,1
56910,1440,50,-1
56911,1276,10,-1
56912,20,37,1
56913,20,24,-1
56914,1440,92,-1
56915,1276,9,-1
56916,20,9,1
56917,563,118,1
56918,20,118,-1
56919,1440,10,-1
56920,1276,15,-1
56921,20,10,1
56922,1440,239,-1
56923,1276,8,-1
56924,20,7,1
56925,563,1098,1
56926,20,93,-1
56927,1440,6661,-1
56928,1276,31,-1
56929,20,10,1
56930,1440,124,-1
56931,1276,8,-1
56932,20,6,1
56933,1440,232,-1
56934,1276,27,-1
56935,20,10,1
56936,1440,211,-1
56937,1276,9,-1
56938,20,6,1
56939,1440,257,-1
56940,1276,20,-1
56941,20,9,1
56942,1440,185,-1
56943,1276,11,-1
56944,20,9,1
56945,563,305,1
56946,20,153,-1
56947,1440,8330,-1
56948,1276,48,-1
56949,20,15,1
56950,1440,40,-1
56951,1276,9,-1
56952,20,8,1
56953,1358,308,-1
56954,1440,5336,-1
56955,20,22,1
56956,1276,36,-1
56957,582,32361,-1
56958,20,38,1
56959,1440,49345,-1
56960,1276,53,-1
56961,20,11,1
56962,1440,1049,-1
56963,1276,20,-1
56964,20,6,1
56965,1440,214,-1
56966,1276,23,-1
56967,20,8,1
56968,1358,202,-1
56969,1440,277,-1
56970,20,10,1
56971,1276,28,-1
56972,1440,244,-1
56973,20,12,1
56974,1276,20,-1
56975,1358,149,-1
56976,20,12,1
56977,563,241,1
56978,20,155,-1
56979,1440,5602,-1
56980,1276,35,-1
56981,20,10,1
56982,1440,152,-1
56983,1276,10,-1
56984,20,6,1
56985,563,122,1
56986,20,137,-1
56987,1440,10,-1
56988,1276,14,-1
56989,20,7,1
56990,1440,184,-1
56991,1276,8,-1
56992,20,5,1
56993,1440,267,-1
56994,1276,10,-1
56995,20,6,1
56996,1440,6827,-1
56997,1276,33,-1
56998,20,10,1
56999,1358,61,-1
57000,20,39803,1
57001,1358,39705,-1
57002,1440,175,-1
57003,20,28,1
57004,1276,22,-1
57005,1440,174,-1
57006,20,15,1
57007,1276,30,-1
57008,1440,236,-1
57009,20,6,1
57010,1440,28,-1
57011,1194,6,-1
57012,20,5,1
57013,1440,221,-1
57014,1276,12,-1
57015,20,6,1
57016,563,293,1
57017,1440,2,-1
57018,1276,8,-1
57019,20,56,1
57020,20,83,-1
57021,1440,10656,-1
57022,1276,41,-1
57023,20,10,1
57024,1358,108,-1
57025,1440,351,-1
57026,20,13,1
57027,1276,52,-1
57028,1440,154,-1
57029,20,12,1
57030,1276,16,-1
57031,1440,206,-1
57032,20,13,1
57033,1276,16,-1
57034,563,236,1
57035,20,137,-1
57036,1358,7292,-1
57037,1358,260,-1
57038,20,13,1
57039,1198,9558,-1
57040,20,37724,1
57041,1440,32262,-1
57042,1276,42,-1
57043,20,13,1
57044,1440,129,-1
57045,1276,6,-1
57046,20,8,1
57047,1077,123,1
57048,20,61,-1
57049,1440,10,-1
57050,1276,4,-1
57051,20,6,1
57052,1440,340,-1
57053,1276,58,-1
57054,20,10,1
57055,1440,154,-1
57056,1276,9,-1
57057,20,8,1
57058,1440,277,-1
57059,1276,20,-1
57060,20,18,1
57061,1358,12773,-1
57062,1358,193,-1
57063,20,15,1
57064,1440,223,-1
57065,1440,33,-1
57066,20,41,1
57067,1194,24,-1
57068,1440,300,-1
57069,20,13,1
57070,1276,25,-1
57071,1358,223,-1
57072,20,10,1
57073,1358,10264,-1
57074,563,214,1
57075,1358,32,-1
57076,20,87,-1
57077,20,41262,1
57078,172,16315,-1
57079,20,143,1
57080,1440,21327,-1
57081,1276,42,-1
57082,20,13,1
57083,1440,116,-1
57084,1276,7,-1
57085,20,7,1
57086,1440,219,-1
57087,1276,36,-1
57088,20,9,1
57089,1440,219,-1
57090,1276,18,-1
57091,20,6,1
57092,1440,292,-1
57093,1276,10,-1
57094,20,8,1
57095,1440,176,-1
57096,1276,6,-1
57097,20,9,1
57098,1440,12088,-1
57099,1276,32,-1
57100,20,10,1
57101,1440,152,-1
57102,1276,8,-1
57103,20,7,1
57104,1440,83868,-1
57105,1276,48,-1
57106,20,12,1
57107,1440,95,-1
57108,1276,7,-1
57109,20,7,1
57110,1440,230,-1
57111,1276,10,-1
57112,20,6,1
57113,1440,301,-1
57114,1276,6,-1
57115,20,5,1
57116,1077,25,1
57117,20,104,-1
57118,1440,9,-1
57119,1276,4,-1
57120,20,5,1
57121,1440,282,-1
57122,1440,5,-1
57123,1194,4,-1
57124,563,7,1
57125,20,26,1
57126,20,24,-1
57127,563,867,1
57128,20,55,-1
57129,145,7289,-1
57130,1358,2935,-1
57131,20,15,1
57132,1440,278,-1
57133,1276,23,-1
57134,20,20,1
57135,1358,215,-1
57136,20,36583,1
57137,1440,50802,-1
57138,1276,300,-1
57139,20,15,1
57140,1440,28,-1
57141,1276,7,-1
57142,20,6,1
57143,1440,206,-1
57144,1276,9,-1
57145,20,6,1
57146,1440,210,-1
57147,1276,30,-1
57148,20,5,1
57149,1440,307,-1
57150,1440,11,-1
57151,20,16,1
57152,1194,64,-1
57153,1358,134,-1
57154,20,16,1
57155,563,2245,1
57156,20,73,-1
57157,1358,10379,-1
57158,1440,483,-1
57159,20,13,1
57160,1276,41,-1
57161,1358,102,-1
57162,20,9,1
57163,1440,7615,-1
57164,1276,22,-1
57165,20,18,1
57166,563,315,1
57167,20,133,-1
57168,715,15659,-1
57169,20,38688,1
57170,1440,19620,-1
57171,1276,33,-1
57172,20,19,1
57173,1440,137,-1
57174,1276,8,-1
57175,20,5,1
57176,1440,294,-1
57177,1276,14,-1
57178,20,10,1
57179,1440,253,-1
57180,1440,14,-1
57181,20,15,1
57182,1194,27,-1
57183,1440,43,-1
57184,20,5,1
57185,1276,15,-1
57186,1358,244,-1
57187,20,11,1
57188,563,74,1
57189,20,46,-1
57190,1358,9985,-1
57191,1358,0,-1
57192,20,0,1
57193,1440,0,-1
57194,1276,0,-1
57195,20,0,1
57196,1358,0,-1
57197,1358,6197,-1
57198,20,19,1
57199,563,251,1
57200,20,60,-1
57201,1358,646,-1
57202,1077,592,1
57203,20,97,-1
57204,1077,200,1
57205,20,68,-1
57206,1077,254,1
57207,20,314,-1
57208,1480,178,1
57209,131,137,1
57210,20,70,-1
57211,1077,175,1
57212,20,111,-1
57213,1480,247,1
57214,131,68,1
57215,20,94,-1
57216,1077,342,1
57217,20,102,-1
57218,1077,62,1
57219,20,155,-1
57220,1077,134,1
57221,20,171,-1
57222,1077,108,1
57223,20,102,-1
57224,1077,200,1
57225,20,256,-1
57226,1077,129,1
57227,20,129,-1
57228,1077,109,1
57229,20,114,-1
57230,1077,111,1
57231,20,47,-1
57232,1077,292,1
57233,20,50,-1
57234,1077,201,1
57235,20,51,-1
57236,1077,234,1
57237,20,47,-1
57238,1077,252,1
57239,20,52,-1
57240,1077,174,1
57241,20,55,-1
57242,1077,313,1
57243,20,140,-1
57244,1077,129,1
57245,20,66,-1
57246,1077,200,1
57247,20,66,-1
57248,1077,221,1
57249,20,102,-1
57250,588,44586,-1
57251,1440,29222,-1
57252,20,38,1
57253,1276,37,-1
57254,1440,81,-1
57255,20,10,1
57256,1276,20,-1
57257,1440,231,-1
57258,20,35,1
57259,1276,30,-1
57260,1440,208,-1
57261,20,8,1
57262,1276,30,-1
57263,1440,92,-1
57264,20,19,1
57265,1276,43,-1
57266,1440,256,-1
57267,20,10,1
57268,1276,19,-1
57269,1440,8255,-1
57270,20,18,1
57271,1276,30,-1
57272,1440,208,-1
57273,20,13,1
57274,1276,19,-1
57275,1440,204,-1
57276,20,18,1
57277,1276,72,-1
57278,1440,107,-1
57279,20,10,1
57280,1276,21,-1
57281,563,220,1
57282,1440,13,-1
57283,1276,11,-1
57284,20,15,1
57285,20,43,-1
57286,1358,189,-1
57287,563,1914,1
57288,20,102,-1
57289,1440,6844,-1
57290,1276,0,-1
57291,20,0,1
57292,1358,0,-1
57293,563,4529,1
57294,20,141,-1
57295,503,74921,-1
57296,1358,3273,-1
57297,20,18,1
57298,1440,263,-1
57299,1440,20,-1
57300,20,10,1
57301,1194,30,-1
57302,1440,1135,-1
57303,20,13,1
57304,1276,39,-1
57305,1440,205,-1
57306,20,20,1
57307,1276,32,-1
57308,1440,59,-1
57309,20,9,1
57310,1276,20,-1
57311,1440,266,-1
57312,20,40,1
57313,1276,34,-1
57314,563,361,1
57315,20,61,-1
57316,1440,11481,-1
57317,1276,25,-1
57318,20,7,1
57319,1440,143,-1
57320,1276,19,-1
57321,20,5,1
57322,1440,291,-1
57323,1276,10,-1
57324,20,5,1
57325,1358,6519,-1
57326,20,37040,1
57327,1440,40678,-1
57328,1276,74,-1
57329,20,34,1
57330,1440,49,-1
57331,1276,8,-1
57332,20,17,1
57333,1440,200,-1
57334,1276,40,-1
57335,20,11,1
57336,1440,116,-1
57337,1276,10,-1
57338,20,8,1
57339,1358,330,-1
57340,20,92,1
57341,344,27296,-1
57342,20,125,1
57343,1440,72823,-1
57344,1276,47,-1
57345,20,14,1
57346,1440,92,-1
57347,1276,10,-1
57348,20,9,1
57349,1440,237,-1
57350,1276,14,-1
57351,20,7,1
57352,563,108,1
57353,1440,145,-1
57354,1276,22,-1
57355,20,8,1
57356,20,20,-1
57357,1440,149,-1
57358,1276,7,-1
57359,20,36,1
57360,1440,231,-1
57361,1276,10,-1
57362,20,8,1
57363,563,357,1
57364,20,130,-1
57365,1440,10890,-1
57366,1276,45,-1
57367,20,20,1
57368,1440,110,-1
57369,1276,10,-1
57370,20,7,1
57371,917,41599,-1
57372,20,39731,1
57373,1440,7395,-1
57374,1276,29,-1
57375,20,10,1
57376,1440,158,-1
57377,1276,10,-1
57378,20,6,1
57379,1440,297,-1
57380,1276,20,-1
57381,20,8,1
57382,1440,184,-1
57383,1276,15,-1
57384,20,12,1
57385,1440,198,-1
57386,1276,10,-1
57387,20,7,1
57388,563,73,1
57389,20,62,-1
57390,1440,177,-1
57391,1276,10,-1
57392,20,6,1
57393,563,718,1
57394,20,64,-1
57395,1358,10522,-1
57396,1440,201,-1
57397,20,16,1
57398,1276,23,-1
57399,20,39747,1
57400,1358,46869,-1
57401,1440,169,-1
57402,20,21,1
57403,1276,32,-1
57404,1440,179,-1
57405,20,15,1
57406,1276,24,-1
57407,20,82,1
57408,1440,159,-1
57409,1276,15,-1
57410,20,10,1
57411,1440,181,-1
57412,1440,13,-1
57413,20,9,1
57414,1194,22,-1
57415,1440,268,-1
57416,20,12,1
57417,1276,23,-1
57418,20,431,1
57419,563,56,1
57420,20,101,-1
57421,1440,9697,-1
57422,1276,56,-1
57423,20,15,1
57424,1358,92,-1
57425,378,7370,-1
57426,20,17,1
57427,563,222,1
57428,20,353,-1
57429,1358,77216,-1
57430,1440,213,-1
57431,20,13,1
57432,1276,35,-1
57433,1440,174,-1
57434,20,25,1
57435,1276,45,-1
57436,1440,232,-1
57437,20,11,1
57438,1276,51,-1
57439,1440,84,-1
57440,20,16,1
57441,1276,22,-1
57442,1440,231,-1
57443,20,15,1
57444,1440,23,-1
57445,1194,6,-1
57446,20,8,1
57447,1440,32844,-1
57448,1276,45,-1
57449,20,24,1
57450,1440,45,-1
57451,1276,17,-1
57452,20,8,1
57453,1440,234,-1
57454,1276,12,-1
57455,20,8,1
57456,563,138,1
57457,1358,71,-1
57458,20,20,-1
57459,530,15866,-1
57460,20,39,1
57461,1358,17567,-1
57462,20,36143,1
57463,1440,69379,-1
57464,1276,46,-1
57465,20,12,1
57466,1440,100,-1
57467,1276,7,-1
57468,20,8,1
57469,1440,257,-1
57470,1276,12,-1
57471,20,10,1
57472,1440,217,-1
57473,1276,16,-1
57474,20,6,1
57475,1440,228,-1
57476,1276,12,-1
57477,20,9,1
57478,1440,186,-1
57479,1276,8,-1
57480,20,8,1
57481,1333,3224,-1
57482,20,292,1
57483,563,137,1
57484,20,68,-1
57485,563,751,1
57486,20,91,-1
57487,1440,23807,-1
57488,1276,46,-1
57489,20,10,1
57490,1440,151,-1
57491,1276,17,-1
57492,20,7,1
57493,1440,178,-1
57494,1276,10,-1
57495,20,7,1
57496,1440,598,-1
57497,1276,15,-1
57498,20,16,1
57499,1440,211,-1
57500,1276,42,-1
57501,20,19,1
57502,1440,163,-1
57503,1276,9,-1
57504,20,9,1
57505,563,247,1
57506,20,116,-1
57507,1440,24605,-1
57508,1276,38,-1
57509,20,9,1
57510,1440,534,-1
57511,1276,22,-1
57512,20,7,1
57513,1440,236,-1
57514,1276,21,-1
57515,20,7,1
57516,1440,186,-1
57517,1276,9,-1
57518,20,10,1
57519,1440,295,-1
57520,1276,18,-1
57521,20,6,1
57522,1440,153,-1
57523,1276,10,-1
57524,20,6,1
57525,563,289,1
57526,20,70,-1
57527,1440,38141,-1
57528,1276,44,-1
57529,20,11,1
57530,1358,111,-1
57531,1440,288,-1
57532,20,48,1
57533,1276,36,-1
57534,1440,133,-1
57535,20,10,1
57536,1276,22,-1
57537,1440,207,-1
57538,20,11,1
57539,1276,20,-1
57540,1440,477,-1
57541,20,10,1
57542,1276,34,-1
57543,1440,157,-1
57544,20,12,1
57545,1276,20,-1
57546,1440,19870,-1
57547,20,39,1
57548,1276,46,-1
57549,563,500,1
57550,1440,36,-1
57551,1276,12,-1
57552,20,10,1
57553,20,70,-1
57554,1440,140,-1
57555,1276,8,-1
57556,20,7,1
57557,1440,339,-1
57558,1276,16,-1
57559,20,7,1
57560,1440,9779,-1
57561,1276,41,-1
57562,20,10,1
57563,1440,82,-1
57564,1276,8,-1
57565,20,6,1
57566,563,207,1
57567,20,71,-1
57568,1440,6633,-1
57569,1276,25,-1
57570,20,9,1
57571,1440,118,-1
57572,1276,8,-1
57573,20,6,1
57574,1440,281,-1
57575,1276,10,-1
57576,20,7,1
57577,1440,211,-1
57578,1276,17,-1
57579,20,6,1
57580,1440,329,-1
57581,1276,20,-1
57582,20,8,1
