pkt_i,len,iat,dir
282,20,174,1
283,1440,13245,-1
284,1440,123,-1
285,20,50,1
286,1194,119,-1
287,1440,36,-1
288,1313,27,-1
289,1440,20,-1
290,1440,20,-1
291,1194,20,-1
292,20,62,1
293,20,983,1
294,1358,112919,-1
295,1358,40,-1
296,20,20,1
297,1077,985,1
298,20,137,-1
299,1358,13,-1
300,1358,75,-1
301,563,85,1
302,20,100,-1
303,1440,12835,-1
304,1440,70,-1
305,20,19,1
306,1194,29,-1
307,1440,10,-1
308,1276,9,-1
309,1440,7,-1
310,1276,6,-1
311,1440,7,-1
312,1276,8,-1
313,1358,6,-1
314,20,85,1
315,563,1092,1
316,20,326,-1
317,1440,113960,-1
318,1276,64,-1
319,20,18,1
320,563,586,1
321,20,296,-1
322,563,1650,1
323,20,159,-1
324,1440,9528,-1
325,1440,66,-1
326,1440,11,-1
327,1440,8,-1
328,1440,10,-1
329,948,12,-1
330,1440,9,-1
331,1440,7,-1
332,1440,9,-1
333,1112,7,-1
334,20,66,1
335,563,1623,1
336,20,108,-1
337,1440,36693,-1
338,1440,95,-1
339,1194,12,-1
340,20,234,1
341,1440,77398,-1
342,1276,63,-1
343,20,20,1
344,1440,139931,-1
345,1276,45,-1
346,20,21,1
347,1358,31458,-1
348,1440,7338,-1
349,20,25,1
350,1440,34,-1
351,1194,9,-1
352,1358,5,-1
353,20,48,1
354,1440,77464,-1
355,1440,47,-1
356,20,16,1
357,1440,36,-1
358,1440,15,-1
359,1440,5,-1
360,1440,7,-1
361,1440,5,-1
362,1440,3,-1
363,1440,5,-1
364,1021,4,-1
365,20,0,1
366,20,279,1
367,563,1163,1
368,20,128,-1
369,1440,10068,-1
370,1276,30,-1
371,20,11,1
372,1358,17,-1
373,1440,31822,-1
374,20,36,1
375,1276,39,-1
376,563,352,1
377,20,183,-1
378,1440,6388,-1
379,1440,142,-1
380,1440,26,-1
381,1440,18,-1
382,1440,16,-1
383,948,17,-1
384,20,188,1
385,1440,77298,-1
386,1440,46,-1
387,20,10,1
388,1440,14,-1
389,1440,5,-1
390,1440,5,-1
391,948,4,-1
392,20,72,1
393,563,445,1
394,20,72,-1
395,1440,11271,-1
396,1276,137,-1
397,20,341,1
398,1358,30690,-1
399,1440,69,-1
400,20,25,1
401,1276,31,-1
402,1358,15,-1
403,20,108,1
404,1440,6151,-1
405,1440,25,-1
406,20,12,1
407,1440,25,-1
408,1112,9,-1
409,20,16,1
410,1440,39159,-1
411,1276,46,-1
412,20,14,1
413,1440,38725,-1
414,1440,50,-1
415,20,12,1
416,1194,30,-1
417,1440,6,-1
418,1440,6,-1
419,1440,5,-1
420,348,3,-1
421,20,51,1
422,563,1903,1
423,20,549,-1
424,1440,10529,-1
425,1276,32,-1
426,20,86,1
427,1440,29519,-1
428,1276,41,-1
429,20,11,1
430,1358,25,-1
431,1358,92,-1
432,20,160,1
433,1440,7049,-1
434,1276,45,-1
435,20,11,1
436,1440,26,-1
437,1440,6,-1
438,1440,3,-1
439,1112,4,-1
440,20,45,1
441,563,410,1
442,20,93,-1
443,563,225,1
444,20,170,-1
445,563,668,1
446,20,151,-1
447,130,76817,-1
448,563,1605,1
449,20,120,-1
450,563,633,1
451,20,136,-1
452,563,951,1
453,20,128,-1
454,1480,39062,1
455,131,31,1
456,20,104,-1
457,1440,56054,-1
458,1276,76,-1
459,20,190,1
460,1358,3386,-1
461,176,28179,-1
462,20,70,1
463,563,8060,1
464,20,112,-1
465,563,108,1
466,20,105,-1
467,563,119487,-1
468,563,277,1
469,20,106,-1
470,1440,9876,-1
471,1276,46,-1
472,20,113,1
473,1358,2666,-1
474,1358,25,-1
475,20,9,1
476,1358,61,-1
477,563,849,1
478,20,121,-1
479,1358,2064,-1
480,1358,3206,-1
481,1358,29,-1
482,20,81,1
483,1440,2330,-1
484,1276,26,-1
485,20,10,1
486,563,303,1
487,20,169,-1
488,1440,2846,-1
489,1440,25,-1
490,1194,5,-1
491,20,70,1
492,1440,3553,-1
493,1440,28,-1
494,20,10,1
495,1194,29,-1
496,1440,4171,-1
497,20,15,1
498,1440,34,-1
499,1194,6,-1
500,20,70,1
501,1440,339,-1
502,1276,47,-1
503,20,12,1
504,1358,2856,-1
505,20,37253,1
506,1440,64580,-1
507,1440,97,-1
508,1194,13,-1
509,1358,10,-1
510,20,233,1
511,1440,2440,-1
512,1276,70,-1
513,20,24,1
514,563,889,1
515,20,333,-1
516,1358,1806,-1
517,1358,66,-1
518,20,216,1
519,1440,3885,-1
520,44,77,-1
521,20,209,1
522,563,5779,1
523,20,171,-1
524,1358,25413,-1
525,1358,44,-1
526,20,111,1
527,1358,2885,-1
528,563,349,1
529,20,187,-1
530,176,93996,-1
531,563,10560,1
532,20,361,-1
533,1077,638,1
534,20,380,-1
535,563,198207,-1
536,20,37966,1
537,1440,45328,-1
538,1440,69,-1
539,1194,11,-1
540,20,138,1
541,1440,2985,-1
542,1276,66,-1
543,20,22,1
544,1358,4894,-1
545,20,461,1
546,1440,4217,-1
547,1276,66,-1
548,20,144,1
549,1358,4473,-1
550,20,516,1
551,1440,2796,-1
552,1276,53,-1
553,20,94,1
554,1440,3422,-1
555,1276,24,-1
556,20,10,1
557,1358,25,-1
558,20,224,1
559,1440,3771,-1
560,1276,24,-1
561,1358,5,-1
562,20,51,1
563,1440,4774,-1
564,1276,55,-1
565,20,15,1
566,1358,31,-1
567,563,315,1
568,20,174,-1
569,1440,2365,-1
570,1276,41,-1
571,20,18,1
572,1358,2929,-1
573,1440,4082,-1
574,20,41,1
575,1276,63,-1
576,1358,3129,-1
577,20,26,1
578,1358,36285,-1
579,20,39716,1
580,1358,5064,-1
581,1358,1847,-1
582,20,94,1
583,1440,2337,-1
584,1276,144,-1
585,20,39,1
586,1440,8614,-1
587,1440,136,-1
588,20,40,1
589,1440,99,-1
590,1112,26,-1
591,20,150,1
592,1440,8003,-1
593,1276,86,-1
594,20,23,1
595,563,716,1
596,20,221,-1
597,1440,2240,-1
598,1276,59,-1
599,20,170,1
600,563,627,1
601,20,252,-1
602,1440,2909,-1
603,1440,85,-1
604,120,15,-1
605,20,177,1
606,563,2699,1
607,20,313,-1
608,1077,16903,1
609,20,156,-1
610,1480,47788,1
611,645,107,1
612,20,108,-1
613,563,240718,-1
614,563,1746,1
615,20,413,-1
616,1077,128203,-1
617,563,1528,1
618,20,133,-1
619,563,170654,-1
620,563,271,1
621,20,126,-1
622,1440,150559,-1
623,1440,55,-1
624,807,10,-1
625,20,74,1
626,563,127589,-1
627,563,4997,1
628,20,149,-1
629,563,258,1
630,20,91,-1
631,563,159003,-1
632,20,39154,1
633,563,1920766,1
634,20,223,-1
635,563,212652,-1
636,20,87,1
637,1077,905,1
638,20,380,-1
639,1077,249061,-1
640,1077,17522,1
641,20,193,-1
642,1077,359714,-1
643,563,3490,1
644,20,175,-1
645,563,174499,-1
646,1077,295,1
647,20,117,-1
648,1440,413167,-1
649,1440,62,-1
650,807,6,-1
651,20,100,1
652,1440,3730,-1
653,1276,30,-1
654,20,11,1
655,1358,4927,-1
656,1077,4081,1
657,20,162,-1
658,1440,14,-1
659,1276,14,-1
660,20,53,1
661,1358,3262,-1
662,1077,462,1
663,20,241,-1
664,563,14,1
665,20,83,-1
666,1358,3108,-1
667,563,2946,1
668,20,123,-1
669,1077,148,1
670,20,210,-1
671,1077,2238,1
672,20,156,-1
673,563,6268,1
674,20,127,-1
675,563,421,1
676,20,72,-1
677,563,118,1
678,20,81,-1
679,1358,96119,-1
680,1358,61,-1
681,1440,15,-1
682,1276,4,-1
683,1440,4,-1
684,1276,3,-1
685,20,73,1
686,1440,2201,-1
687,1276,33,-1
688,20,19,1
689,1358,20,-1
690,1358,5,-1
691,20,22,1
692,1077,3143,1
693,20,231,-1
694,1440,6702,-1
695,1276,22,-1
696,1358,13,-1
697,20,70,1
698,563,277,1
699,20,104,-1
700,1440,704,-1
701,1440,23,-1
702,20,17,1
703,1194,20,-1
704,1440,3772,-1
705,20,41,1
706,1276,47,-1
707,1077,3988,1
708,20,130,-1
709,1440,1083,-1
710,1276,24,-1
711,20,58,1
712,1358,105606,-1
713,1085,128,-1
714,20,46,1
715,563,999,1
716,20,529,-1
717,563,1976,1
718,20,463,-1
719,1358,84089,-1
720,563,803,1
721,20,288,-1
722,563,55,1
723,20,174,-1
724,1358,1576,-1
725,563,727,1
726,20,240,-1
727,563,61,1
728,20,333,-1
729,1440,8243,-1
730,1276,51,-1
731,1358,7,-1
732,20,101,1
733,563,266,1
734,20,96,-1
735,1440,4226,-1
736,1276,36,-1
737,20,10,1
738,1358,13,-1
739,1440,4184,-1
740,20,89,1
741,1276,131,-1
742,1358,25,-1
743,20,172,1
744,1440,10617,-1
745,1440,49,-1
746,20,13,1
747,1194,30,-1
748,1197,6289,-1
749,20,41,1
750,1358,61305,-1
751,563,2481,1
752,20,347,-1
753,1358,65682,-1
754,563,1329,1
755,20,129,-1
756,544,10755,-1
757,563,3175,1
758,20,240,-1
759,563,781,1
760,20,222,-1
761,563,169,1
762,20,219,-1
763,1440,29774,-1
764,1276,97,-1
765,1440,15,-1
766,1440,10,-1
767,1194,14,-1
768,20,208,1
769,1358,313,-1
770,1358,43,-1
771,20,94,1
772,1440,884,-1
773,1276,59,-1
774,563,3,1
775,20,241,1
776,20,241,-1
777,1440,2135,-1
778,1440,50,-1
779,20,43,1
780,1194,119,-1
781,1440,35,-1
782,20,151,1
783,1440,572,-1
784,1194,39,-1
785,20,39,1
786,1358,91,-1
787,1358,25,-1
788,20,1358,1
789,1440,634,-1
790,1276,41,-1
791,20,45,1
792,1358,120,-1
793,563,5092,1
794,20,144,-1
795,1358,12329,-1
796,1358,24910,-1
797,20,149,1
798,1440,44873,-1
799,1276,46,-1
800,20,101,1
801,1440,31774,-1
802,362,46,-1
803,20,12,1
804,563,284,1
805,20,169,-1
806,1358,35996,-1
807,20,37309,1
808,1358,724,-1
809,563,1680,1
810,20,143,-1
811,563,88,1
812,20,134,-1
813,1440,19348,-1
814,1440,51,-1
815,1194,5,-1
816,20,97,1
817,1214,32768,-1
818,1077,2384,1
819,20,87,-1
820,1480,205,1
821,645,31,1
822,20,47,-1
823,1480,634,1
824,131,30,1
825,20,211,-1
826,563,993,1
827,20,89,-1
828,1440,1096,-1
829,1276,54,-1
830,20,185,1
831,563,524,1
832,20,157,-1
833,1358,932,-1
834,563,77,1
835,20,159,-1
836,563,1055,1
837,20,159,-1
838,563,270,1
839,20,77,-1
840,563,329,1
841,20,52,-1
842,563,252,1
843,20,52,-1
844,1440,101,-1
845,1276,16,-1
846,20,77,1
847,1358,3520,-1
848,1358,65,-1
849,20,19,1
850,1358,7560,-1
851,1077,5304,1
852,20,171,-1
853,1077,547,1
854,20,226,-1
855,563,25181,1
856,20,118,-1
857,255,75126,-1
858,20,36765,1
859,1358,565,-1
860,1440,26,-1
861,1276,15,-1
862,20,103,1
863,563,281,1
864,20,181,-1
865,563,9,1
866,20,58,-1
867,1440,406,-1
868,1440,19,-1
869,1194,14,-1
870,20,61,1
871,1440,1102,-1
872,1440,19,-1
873,20,18,1
874,1194,18,-1
875,1358,3427,-1
876,20,26,1
877,1440,40,-1
878,1276,5,-1
879,20,55,1
880,1358,1992,-1
881,1358,1323,-1
882,20,15,1
883,1358,386,-1
884,1440,818,-1
885,20,13,1
886,1440,37,-1
887,1194,5,-1
888,20,46,1
889,1358,719,-1
890,1440,1136,-1
891,20,11,1
892,1276,26,-1
893,1358,2285,-1
894,20,12,1
895,563,283,1
896,20,164,-1
897,1358,3949,-1
898,1358,42,-1
899,20,75,1
900,563,34512,1
901,20,110,-1
902,563,216,1
903,20,189,-1
904,563,1199,1
905,20,127,-1
906,563,72,1
907,20,96,-1
908,563,19698,1
909,20,167,-1
910,1440,14945,-1
911,1276,49,-1
912,20,111,1
913,1440,37205,-1
914,1276,44,-1
915,20,10,1
916,1440,1111,-1
917,1276,30,-1
918,20,10,1
919,1440,29,-1
920,1276,10,-1
921,20,36,1
922,563,442,1
923,20,114,-1
924,1440,487,-1
925,1440,20,-1
926,1440,5,-1
927,1112,2,-1
928,20,38,1
929,1440,2998,-1
930,1276,42,-1
931,20,14,1
932,1440,4131,-1
933,1276,36,-1
934,20,11,1
935,1440,868,-1
936,1440,36,-1
937,20,13,1
938,1194,37,-1
939,1440,11,-1
940,1440,7,-1
941,1194,5,-1
942,20,36,1
943,1358,1847,-1
944,1358,41,-1
945,20,17,1
946,1440,2447,-1
947,1276,41,-1
948,20,19,1
949,563,377,1
950,20,61,-1
951,1358,3925,-1
952,1358,195,-1
953,20,15,1
954,1077,45907,1
955,20,144,-1
956,563,108,1
957,20,141,-1
958,1077,9351,1
959,20,248,-1
960,1077,152,1
961,20,100,-1
962,1480,351,1
963,131,96,1
964,20,77,-1
965,1440,14636,-1
966,1276,46,-1
967,20,115,1
968,1077,28485,1
969,20,133,-1
970,1440,8687,-1
971,1437,42,-1
972,20,107,1
973,563,552,1
974,20,228,-1
975,1440,304,-1
976,1276,72,-1
977,1440,5,-1
978,1276,46,-1
979,20,19,1
980,1440,1021,-1
981,1440,24,-1
982,20,19,1
983,1440,25,-1
984,1112,6,-1
985,20,32,1
986,1440,2617,-1
987,1276,38,-1
988,20,10,1
989,1440,4175,-1
990,1276,27,-1
991,20,9,1
992,1440,995,-1
993,1276,30,-1
994,20,7,1
995,1440,28,-1
996,1276,5,-1
997,20,46,1
998,1358,173,-1
999,1358,8,-1
1000,20,252,1
1001,563,1240,1
1002,20,98,-1
1003,1440,907,-1
1004,1440,29,-1
1005,20,10,1
1006,1194,29,-1
1007,1358,7,-1
1008,20,45,1
1009,1440,1707,-1
1010,1276,26,-1
1011,20,10,1
1012,1358,4561,-1
1013,1358,304,-1
1014,20,19,1
1015,1440,70993,-1
1016,1276,51,-1
1017,20,46,1
1018,1440,36762,-1
1019,1440,56,-1
1020,20,16,1
1021,272,40,-1
1022,1440,1007,-1
1023,20,19,1
1024,1276,49,-1
1025,1358,10,-1
1026,20,86,1
1027,1358,362,-1
1028,1440,956,-1
1029,20,25,1
1030,1440,51,-1
1031,1194,10,-1
1032,1358,5,-1
1033,20,63,1
1034,1358,530,-1
1035,563,66,1
1036,20,102,-1
1037,1358,1540,-1
1038,1358,219,-1
1039,20,23,1
1040,1440,4083,-1
1041,1276,37,-1
1042,20,13,1
1043,563,489,1
1044,20,194,-1
1045,563,27,1
1046,1440,180,-1
1047,1440,46,-1
1048,20,18,1
1049,1194,29,-1
1050,1358,12,-1
1051,20,10,-1
1052,563,17,1
1053,1440,123,-1
1054,1440,15,-1
1055,734,8,-1
1056,20,10,-1
1057,20,21,1
1058,563,173,1
1059,20,99,-1
1060,563,239,1
1061,20,67,-1
1062,563,174,1
1063,20,113,-1
1064,563,28,1
1065,20,87,-1
1066,563,86,1
1067,20,66,-1
1068,1440,1038,-1
1069,1276,23,-1
1070,20,19,1
1071,1077,37430,1
1072,20,189,-1
1073,1077,6215,1
1074,20,172,-1
1075,563,56824,1
1076,20,124,-1
1077,563,169,1
1078,20,102,-1
1079,1358,33972,-1
1080,1440,72,-1
1081,1276,12,-1
1082,20,87,1
1083,1440,70658,-1
1084,1440,0,-1
1085,20,0,1
1086,1440,0,-1
1087,1440,0,-1
1088,1440,0,-1
1089,1440,0,-1
1090,1440,0,-1
1091,1440,0,-1
1092,1440,0,-1
1093,1440,0,-1
1094,1440,0,-1
1095,1440,0,-1
1096,1440,0,-1
1097,1440,0,-1
1098,1440,0,-1
1099,1440,0,-1
1100,1440,0,-1
1101,1440,0,-1
1102,1440,0,-1
1103,1440,0,-1
1104,1440,0,-1
1105,1440,0,-1
1106,1440,0,-1
1107,1440,0,-1
1108,1440,0,-1
1109,1440,0,-1
1110,1440,0,-1
1111,1440,0,-1
1112,1440,0,-1
1113,1440,0,-1
1114,20,4816,1
1115,563,496,1
1116,20,84,-1
1117,563,1588,1
1118,20,1799,-1
1119,1106,9,1
1120,20,186,-1
1121,1480,234,1
1122,645,31,1
1123,20,78,-1
1124,563,335,1
1125,20,64,-1
1126,1440,27909,-1
1127,1276,52,-1
1128,20,112,1
1129,1358,732,-1
1130,1358,237,-1
1131,20,19,1
1132,1440,441,-1
1133,1276,20,-1
1134,20,10,1
1135,1440,14,-1
1136,1276,7,-1
1137,20,33,1
1138,563,363,1
1139,20,57,-1
1140,563,105,1
1141,20,103,-1
1142,1440,347,-1
1143,1276,20,-1
1144,20,115,1
1145,1440,0,-1
1146,1276,7,-1
1147,20,221,1
1148,1440,3422,-1
1149,1440,20,-1
1150,20,10,1
1151,145,31,-1
1152,563,1041,1
1153,20,79,-1
1154,1440,1098,-1
1155,1276,28,-1
1156,20,79,1
1157,1358,1486,-1
1158,1358,34,-1
1159,20,13,1
1160,1358,32,-1
1161,1440,9,-1
1162,1276,6,-1
1163,20,26,1
1164,1358,2005,-1
1165,1358,30,-1
1166,20,12,1
1167,1358,2367,-1
1168,1440,5091,-1
1169,20,29,1
1170,1276,43,-1
1171,1358,491,-1
1172,20,17,1
1173,1358,36,-1
1174,1358,8,-1
1175,20,65,1
1176,563,356,1
1177,20,150,-1
1178,1440,70356,-1
1179,1276,56,-1
1180,20,15,1
1181,1440,34,-1
1182,1276,10,-1
1183,20,72,1
1184,1358,4440,-1
1185,1440,31760,-1
1186,20,35,1
1187,1276,52,-1
1188,563,937,1
1189,20,247,-1
1190,1440,143,-1
1191,1440,13,-1
1192,1194,16,-1
1193,1440,2,-1
1194,81,13,-1
1195,20,46,1
1196,563,295,1
1197,20,82,-1
1198,563,656,1
1199,20,616,-1
1200,1440,24,-1
1201,1440,7,-1
1202,1440,5,-1
1203,1440,5,-1
1204,1440,5,-1
1205,948,15,-1
1206,20,305,1
1207,1077,221,1
1208,20,66,-1
1209,563,780,1
1210,20,76,-1
1211,563,270,1
1212,20,77,-1
1213,1440,1440,-1
1214,1276,19,-1
1215,20,64,1
1216,563,334,1
1217,20,77,-1
1218,1440,2313,-1
1219,1276,25,-1
1220,20,52,1
1221,1440,947,-1
1222,1276,20,-1
1223,20,8,1
1224,1440,21,-1
1225,1440,6,-1
1226,1440,3,-1
1227,1112,4,-1
1228,20,4,1
1229,20,186,1
1230,1358,1092,-1
1231,1358,445,-1
1232,20,11,1
1233,1358,3272,-1
1234,1440,4544,-1
1235,20,46,1
1236,1276,78,-1
1237,1440,20,-1
1238,1276,4,-1
1239,20,81,1
1240,563,298,1
1241,20,149,-1
1242,1440,818,-1
1243,1276,20,-1
1244,20,8,1
1245,1077,28468,1
1246,20,177,-1
1247,1480,23669,1
1248,131,154,1
1249,20,138,-1
1250,1480,386,1
1251,1159,118,1
1252,20,405,-1
1253,1440,16672,-1
1254,1440,70,-1
1255,1440,10,-1
1256,1440,6,-1
1257,68,8,-1
1258,20,68,1
1259,1358,3880,-1
1260,1440,31960,-1
1261,20,37,1
1262,1276,36,-1
1263,1440,1607,-1
1264,20,22,1
1265,1440,40,-1
1266,1194,5,-1
1267,1358,4,-1
1268,20,42,1
1269,1358,1429,-1
1270,1358,31,-1
1271,20,13,1
1272,1358,28,-1
1273,1440,8,-1
1274,1440,5,-1
1275,1194,5,-1
1276,20,5,1
1277,1440,161,-1
1278,1276,10,-1
1279,20,83,1
1280,563,411,1
1281,20,90,-1
1282,1440,2565,-1
1283,1276,25,-1
1284,20,9,1
1285,1440,3659,-1
1286,1276,74,-1
1287,20,20,1
1288,1358,376,-1
1289,1358,18,-1
1290,20,42,1
1291,1440,140,-1
1292,1440,8,-1
1293,1194,5,-1
1294,1358,4,-1
1295,563,37,1
1296,20,71,-1
1297,20,174,1
1298,1440,1086,-1
1299,1061,30,-1
1300,20,12,1
1301,1440,6695,-1
1302,1440,0,-1
1303,20,0,1
1304,1440,0,-1
1305,1112,0,-1
1306,1440,0,-1
1307,1276,0,-1
1308,1440,0,-1
1309,1276,0,-1
1310,20,4508,1
1311,563,985,1
1312,20,151,-1
1313,1440,67883,-1
1314,1440,66,-1
1315,1440,10,-1
1316,1440,7,-1
1317,1440,5,-1
1318,948,5,-1
1319,20,1243,1
1320,1358,2305,-1
1321,1358,32246,-1
1322,20,39,1
1323,1358,381,-1
1324,1440,1166,-1
1325,20,20,1
1326,1276,48,-1
1327,1440,1875,-1
1328,20,28,1
1329,1440,35,-1
1330,1440,16,-1
1331,1440,4,-1
1332,1440,3,-1
1333,1440,4,-1
1334,1440,3,-1
1335,1440,4,-1
1336,1440,5,-1
1337,162,3,-1
1338,20,36,1
1339,563,293,1
1340,20,77,-1
1341,1440,2467,-1
1342,1276,18,-1
1343,20,6,1
1344,563,322,1
1345,20,86,-1
1346,1440,2942,-1
1347,1276,21,-1
1348,20,9,1
1349,1440,719,-1
1350,1440,28,-1
1351,20,8,1
1352,1440,22,-1
1353,1440,7,-1
1354,1440,4,-1
1355,948,5,-1
1356,20,249,1
1357,563,641,1
1358,20,96,-1
1359,1440,934,-1
1360,1440,30,-1
1361,1194,5,-1
1362,1358,4,-1
1363,20,35,1
1364,1440,8942,-1
1365,1440,41,-1
1366,20,14,1
1367,1440,40,-1
1368,1112,9,-1
1369,20,36,1
1370,1440,332,-1
1371,1440,12,-1
1372,1194,5,-1
1373,1358,5,-1
1374,20,47,1
1375,563,1331,1
1376,20,124,-1
1377,1358,67838,-1
1378,1358,55,-1
1379,1358,6,-1
1380,1358,5,-1
1381,20,95,1
1382,1347,118,-1
1383,1358,8,-1
1384,1358,5,-1
1385,20,205,1
1386,1358,4367,-1
1387,563,283,1
1388,20,123,-1
1389,1440,31373,-1
1390,1276,22,-1
1391,20,58,1
1392,1440,1247,-1
1393,1276,21,-1
1394,20,56,1
1395,1440,894,-1
1396,1276,20,-1
1397,20,9,1
1398,1440,820,-1
1399,1440,25,-1
1400,20,29,1
1401,1194,15,-1
1402,1358,9,-1
1403,1440,5,-1
1404,1440,5,-1
1405,1194,5,-1
1406,1358,5,-1
1407,20,26,1
1408,563,247,1
1409,20,87,-1
1410,1440,2580,-1
1411,1276,23,-1
1412,20,10,1
1413,1440,3553,-1
1414,1276,23,-1
1415,20,19,1
1416,1440,643,-1
1417,1440,22,-1
1418,20,9,1
1419,1194,30,-1
1420,1440,6,-1
1421,1276,5,-1
1422,1358,5,-1
1423,20,14,1
1424,563,284,1
1425,20,90,-1
1426,1440,1441,-1
1427,974,24,-1
1428,20,19,1
1429,1440,22,-1
1430,1276,6,-1
1431,20,22,1
1432,1358,8754,-1
1433,1440,336,-1
1434,20,14,1
1435,1440,32,-1
1436,1194,17,-1
1437,1440,3,-1
