pkt_i,len,iat,dir
10232,20,94,-1
10233,563,126423,-1
10234,563,2544,1
10235,20,149,-1
10236,563,327,1
10237,20,86,-1
10238,563,138,1
10239,20,84,-1
10240,563,338161,-1
10241,20,39189,1
10242,563,128762,-1
10243,20,41,1
10244,1077,341,1
10245,20,101,-1
10246,563,131497,-1
10247,1077,655,1
10248,20,293,-1
10249,563,128300,-1
10250,20,37906,1
10251,563,132755,-1
10252,20,59,1
10253,563,144870,1
10254,20,238,-1
10255,563,54618,-1
10256,20,38,1
10257,563,3945477,1
10258,20,144,-1
10259,563,92689,-1
10260,20,38,1
10261,1480,145159,1
10262,131,233,1
10263,20,195,-1
10264,1440,17729,-1
10265,20,40,1
10266,171,40,-1
10267,20,8,1
10268,1077,127678,-1
10269,20,38,1
10270,1077,9635,1
10271,20,917,-1
10272,1077,456518,-1
10273,20,39977,1
10274,1358,58007,-1
10275,20,36,1
10276,563,1396,1
10277,20,325,-1
10278,282,28065,-1
10279,563,360,1
10280,20,87,-1
10281,563,171817,-1
10282,563,2695,1
10283,20,397,-1
10284,563,233983,-1
10285,563,959,1
10286,20,365,-1
10287,563,494259,-1
10288,1077,8677,1
10289,20,151,-1
10290,563,127,1
10291,20,62,-1
10292,1077,358407,-1
10293,20,39358,1
10294,563,105059,1
10295,20,186,-1
10296,563,22916,-1
10297,20,43,1
10298,563,1725,1
10299,20,170,-1
10300,563,429174,-1
10301,20,36122,1
10302,563,142182,-1
10303,20,40,1
10304,1077,299,1
10305,20,85,-1
10306,563,822368,-1
10307,20,38502,1
10308,1077,584201,1
10309,20,191,-1
10310,1077,367,1
10311,20,64,-1
10312,1077,143,1
10313,20,88,-1
10314,563,473776,-1
10315,20,58,1
10316,1077,12711,1
10317,20,189,-1
10318,563,114929,-1
10319,20,36770,1
10320,563,128423,-1
10321,20,206,1
10322,563,210970,-1
10323,20,56,1
10324,1480,1737521,1
10325,131,98,1
10326,20,57,-1
10327,563,457614,-1
10328,20,70,1
10329,1077,2253260,1
10330,20,226,-1
10331,1077,346991,-1
10332,20,108,1
10333,563,1941405,1
10334,20,132,-1
10335,563,263308,-1
10336,20,108,1
10337,563,2738173,1
10338,20,204,-1
10339,563,288,1
10340,20,166,-1
10341,563,250572,-1
10342,20,50,1
10343,563,127548,-1
10344,20,40,1
10345,563,622541,1
10346,20,154,-1
10347,563,465131,-1
10348,20,104,1
10349,563,437,1
10350,20,500,-1
10351,1480,2290342,1
10352,645,157,1
10353,20,87,-1
10354,563,243392,1
10355,20,649,-1
10356,563,449112,-1
10357,20,38761,1
10358,1077,96798,1
10359,20,159,-1
10360,1480,168894,1
10361,1159,108,1
10362,20,54,-1
10363,563,395666,-1
10364,20,56,1
10365,1480,604130,1
10366,1159,91,1
10367,20,123,-1
10368,563,61,1
10369,20,103,-1
10370,563,250712,1
10371,20,159,-1
10372,563,252,1
10373,20,154,-1
10374,563,538,1
10375,20,211,-1
10376,563,243474,-1
10377,20,55,1
10378,563,199679,-1
10379,20,84,1
10380,563,127586,-1
10381,20,36,1
10382,1480,178555,1
10383,131,107,1
10384,20,91,-1
10385,563,2251610,1
10386,20,382,-1
10387,563,246486,-1
10388,20,78,1
10389,1480,504342,1
10390,1480,116,1
10391,20,108,-1
10392,213,45,1
10393,20,63,-1
10394,563,1116746,-1
10395,20,66,1
10396,563,1134562,1
10397,20,360,-1
10398,563,474,1
10399,20,436,-1
10400,563,238963,-1
10401,20,76,1
10402,563,199198,-1
10403,20,135,1
10404,1077,11123,1
10405,20,242,-1
10406,1480,7184,1
10407,131,51,1
10408,20,102,-1
10409,1440,374454,-1
10410,171,47,-1
10411,20,202,1
10412,563,168456,1
10413,20,168,-1
10414,563,330889,-1
10415,20,36350,1
10416,563,964433,-1
10417,20,97,1
10418,1077,5285,1
10419,20,242,-1
10420,1077,128,1
10421,20,95,-1
10422,1077,392989,-1
10423,20,39663,1
10424,563,230825,1
10425,20,162,-1
10426,563,228765,-1
10427,20,80,1
10428,563,127544,-1
10429,20,40,1
10430,1077,128159,-1
10431,20,36,1
10432,563,128357,-1
10433,20,38,1
10434,1077,127892,-1
10435,20,39,1
10436,1077,5112455,1
10437,20,150,-1
10438,1480,20663,1
10439,131,92,1
10440,20,45,-1
10441,1077,368216,-1
10442,20,56,1
10443,563,186072,-1
10444,20,70,1
10445,563,138525,-1
10446,20,39,1
10447,563,127493,-1
10448,20,38,1
10449,563,808,1
10450,20,108,-1
10451,1480,55666,1
10452,1480,120,1
10453,20,75,-1
10454,213,71,1
10455,20,87,-1
10456,563,673377,-1
10457,1077,5990,1
10458,20,217,-1
10459,563,127974,-1
10460,20,38155,1
10461,563,127461,-1
10462,20,68,1
10463,563,199085,-1
10464,20,48,1
10465,563,828155,1
10466,20,404,-1
10467,563,473866,-1
10468,20,95,1
10469,1077,2854956,1
10470,20,319,-1
10471,1077,2185,1
10472,20,136,-1
10473,563,5368,1
10474,20,192,-1
10475,1077,332617,-1
10476,20,61,1
10477,563,199558,-1
10478,20,38,1
10479,563,1976,1
10480,20,360,-1
10481,563,125722,-1
10482,20,36365,1
10483,563,337445,-1
10484,20,65,1
10485,1480,346,1
10486,131,56,1
10487,20,58,-1
10488,563,604749,-1
10489,20,36724,1
10490,563,127861,-1
10491,20,45,1
10492,1480,3190955,1
10493,131,107,1
10494,20,247,-1
10495,1077,435285,-1
10496,20,52,1
10497,563,202291,-1
10498,20,36,1
10499,1480,118073,1
10500,131,99,1
10501,20,78,-1
10502,563,380428,-1
10503,20,47,1
10504,1077,1865264,1
10505,20,445,-1
10506,563,434374,-1
10507,20,47,1
10508,563,127812,-1
10509,20,61,1
10510,563,1439396,1
10511,20,161,-1
10512,563,427567,-1
10513,20,46,1
10514,563,5218545,1
10515,20,166,-1
10516,563,1001163,1
10517,20,155,-1
10518,1077,998924,1
10519,20,133,-1
10520,1077,1000992,1
10521,20,195,-1
10522,563,349404,1
10523,20,207,-1
10524,563,426453,-1
10525,20,84,1
10526,563,1224453,1
10527,20,211,-1
10528,563,1806334,1
10529,20,153,-1
10530,1480,698,1
10531,131,82,1
10532,20,48,-1
10533,563,297265,-1
10534,20,47,1
10535,563,130187,-1
10536,20,39,1
10537,563,374367,-1
10538,20,82,1
10539,563,394102,1
10540,20,394,-1
10541,1480,2478670,1
10542,131,35,1
10543,20,169,-1
10544,563,319777,-1
10545,20,47,1
10546,563,205012,1
10547,20,149,-1
10548,563,476253,1
10549,20,147,-1
10550,563,184847,-1
10551,20,42,1
10552,1077,264544,1
10553,20,172,-1
10554,1077,340185,-1
10555,20,50,1
10556,563,210294,1
10557,20,155,-1
10558,1077,286384,-1
10559,20,56,1
10560,1077,236941,1
10561,20,150,-1
10562,1480,2000342,1
10563,645,91,1
10564,20,168,-1
10565,1077,54,1
10566,20,107,-1
10567,563,478024,1
10568,20,154,-1
10569,1077,156024,-1
10570,20,44,1
10571,563,365679,1
10572,20,160,-1
10573,563,479479,1
10574,20,150,-1
10575,563,151670,-1
10576,20,66,1
10577,1077,1316,1
10578,20,209,-1
10579,563,126611,-1
10580,20,36676,1
10581,563,684071,1
10582,20,158,-1
10583,1077,520024,1
10584,20,170,-1
10585,563,97902,-1
10586,20,33,1
10587,1480,902894,1
10588,645,102,1
10589,20,59,-1
10590,563,1480041,1
10591,20,711,-1
10592,563,437629,-1
10593,20,51,1
10594,563,82031,1
10595,20,199,-1
10596,563,485065,1
10597,20,424,-1
10598,563,227236,-1
10599,20,51,1
10600,1480,287894,1
10601,131,131,1
10602,20,60,-1
10603,563,133,1
10604,20,66,-1
10605,563,484352,1
10606,20,144,-1
10607,563,87,1
10608,20,58,-1
10609,563,383202,-1
10610,20,92,1
10611,563,127136,-1
10612,20,37,1
10613,1480,6038,1
10614,645,169,1
10615,20,63,-1
10616,1480,121,1
10617,131,78,1
10618,20,67,-1
10619,563,999246,1
10620,20,321,-1
10621,563,485655,1
10622,20,129,-1
10623,1077,183954,-1
10624,20,37837,1
10625,563,1293073,1
10626,20,144,-1
10627,1077,1000183,1
10628,20,166,-1
10629,563,486558,1
10630,20,541,-1
10631,1077,164520,-1
10632,20,39,1
10633,563,135262,-1
10634,20,59,1
10635,1077,213438,1
10636,20,144,-1
10637,563,489655,1
10638,20,474,-1
10639,1077,162345,-1
10640,20,61,1
10641,563,839066,1
10642,20,174,-1
10643,563,237805,-1
10644,20,59,1
10645,563,764286,1
10646,20,627,-1
10647,563,158283,-1
10648,20,60,1
10649,1077,129436,1
10650,20,176,-1
10651,1480,329,1
10652,131,40,1
10653,20,99,-1
10654,1077,217791,1
10655,20,265,-1
10656,1077,171,1
10657,20,253,-1
10658,563,59247,-1
10659,20,97,1
10660,1077,128036,-1
10661,20,100,1
10662,563,322408,-1
10663,20,52,1
10664,1480,2634,1
10665,131,88,1
10666,20,168,-1
10667,563,80,1
10668,20,57,-1
10669,1440,428241,-1
10670,171,48,-1
10671,20,102,1
10672,1077,55818,1
10673,20,143,-1
10674,563,71666,-1
10675,1077,303,1
10676,20,117,-1
10677,563,747190,-1
10678,20,39758,1
10679,1358,63514,-1
10680,20,38,1
10681,282,23653,-1
10682,20,36,1
10683,563,53851,1
10684,20,161,-1
10685,1077,469,1
10686,20,83,-1
10687,1077,542,1
10688,20,118,-1
10689,1358,24060,-1
10690,20,37,1
10691,282,798556,-1
10692,20,62,1
10693,563,268,1
10694,20,244,-1
10695,1077,126811,-1
10696,20,39357,1
10697,563,9269,1
10698,20,149,-1
10699,563,999431,1
10700,20,118,-1
10701,563,355,1
10702,20,71,-1
10703,1077,881,1
10704,20,116,-1
10705,563,2512914,1
10706,20,524,-1
10707,563,404241,-1
10708,20,126,1
10709,563,1599785,1
10710,20,118,-1
10711,563,361551,-1
10712,20,54,1
10713,563,128116,-1
10714,20,36,1
10715,1077,1899459,1
10716,20,176,-1
10717,563,300147,-1
10718,20,60,1
10719,563,128562,-1
10720,20,42,1
10721,563,1660696,1
10722,20,158,-1
10723,1077,714,1
10724,20,72,-1
10725,563,438854,-1
10726,20,48,1
10727,563,128598,-1
10728,20,37,1
10729,563,1432347,1
10730,20,140,-1
10731,1480,1000258,1
10732,131,89,1
10733,20,78,-1
10734,563,999690,1
10735,20,134,-1
10736,1077,517574,1
10737,20,139,-1
10738,563,51,1
10739,20,46,-1
10740,563,138044,-1
10741,20,57,1
10742,563,130233,-1
10743,20,61,1
10744,1106,127422,-1
10745,20,36,1
10746,563,86747,1
10747,20,165,-1
10748,1077,1000321,1
10749,20,159,-1
10750,563,1000151,1
10751,20,124,-1
10752,1480,62092,1
10753,131,82,1
10754,20,82,-1
10755,563,216920,-1
10756,20,193,1
10757,563,782546,1
10758,20,308,-1
10759,563,93,1
10760,20,181,-1
10761,563,592416,-1
10762,20,52,1
10763,563,127621,-1
10764,20,38,1
10765,563,280902,1
10766,20,232,-1
10767,563,438554,-1
10768,20,53,1
10769,563,4496773,1
10770,20,276,-1
10771,563,1000154,1
10772,20,579,-1
10773,563,2000240,1
10774,20,142,-1
10775,563,1064668,1
10776,20,497,-1
10777,563,421443,-1
10778,20,50,1
10779,563,127878,-1
10780,20,195,1
10781,563,3237,1
10782,20,1770,-1
10783,1077,880,1
10784,20,356,-1
10785,563,121757,-1
10786,20,36154,1
10787,1480,8500140,1
10788,131,97,1
10789,20,93,-1
10790,563,288893,-1
10791,20,56,1
10792,563,4709642,1
10793,20,138,-1
10794,563,626519,-1
10795,20,52,1
10796,563,2376396,1
10797,20,151,-1
10798,563,529902,-1
10799,20,53,1
10800,563,748,1
10801,20,247,-1
10802,1077,185,1
10803,20,261,-1
10804,563,125816,-1
10805,20,39716,1
10806,563,15204,1
10807,20,756,-1
10808,1077,436,1
10809,20,216,-1
10810,563,287828,1
10811,20,121,-1
10812,563,172168,-1
10813,20,36,1
10814,1358,142643,-1
10815,20,51,1
10816,282,24734,-1
10817,20,36,1
10818,1077,662074,1
10819,20,457,-1
10820,563,386601,-1
10821,20,154,1
10822,1077,3365,1
10823,20,493,-1
10824,1077,79742,1
10825,20,147,-1
10826,1077,138,1
10827,20,129,-1
10828,563,46958,-1
10829,20,38752,1
10830,563,90507,-1
10831,20,51,1
10832,1077,169914,-1
10833,20,154,1
10834,563,2792902,-1
10835,20,37,1
10836,563,97117,1
10837,20,489,-1
10838,1077,1723,1
10839,20,462,-1
10840,563,3119997,-1
10841,20,156,1
10842,1077,3451534,1
10843,20,360,-1
10844,1480,535,1
10845,131,102,1
10846,20,289,-1
10847,563,293220,-1
10848,20,53,1
10849,1077,127564,-1
10850,20,57,1
10851,563,488877,-1
10852,20,102,1
10853,1077,8295,1
10854,20,562,-1
10855,563,1244,1
10856,20,562,-1
10857,563,1463,1
10858,20,312,-1
10859,1077,313709,-1
10860,20,36117,1
10861,563,128789,-1
10862,20,102,1
10863,563,127892,-1
10864,20,87,1
10865,1077,844,1
10866,20,264,-1
10867,563,615001,-1
10868,20,38454,1
10869,1358,77797,-1
10870,20,50,1
10871,282,50354,-1
10872,20,51,1
10873,1077,127747,-1
10874,20,39,1
10875,1077,980909,1
10876,20,168,-1
10877,563,1001007,1
10878,20,281,-1
10879,563,576194,1
10880,20,310,-1
10881,563,620177,-1
10882,20,51,1
10883,563,2801850,1
10884,20,168,-1
10885,563,578136,1
10886,20,149,-1
10887,563,151887,-1
10888,20,45,1
10889,1077,1164108,1
10890,20,164,-1
10891,563,108538,1
10892,20,344,-1
10893,1077,195134,-1
10894,20,375,1
10895,1077,5377507,1
10896,20,149,-1
10897,563,37,1
10898,20,60,-1
10899,563,157277,-1
10900,20,37,1
10901,1106,128049,-1
10902,20,56,1
10903,1358,41538,-1
10904,20,164,1
10905,825,123673,-1
10906,20,97,1
10907,1077,3550348,1
10908,20,168,-1
10909,563,94,1
10910,20,65,-1
10911,1480,287695,1
10912,131,51,1
10913,20,397,-1
10914,563,93761,-1
10915,20,36,1
10916,563,37294,1
10917,20,317,-1
10918,1077,298,1
10919,20,138,-1
10920,1440,336328,-1
10921,20,81,1
10922,1440,41,-1
10923,20,29,1
10924,399,24,-1
10925,20,14,1
10926,1116,131255,-1
10927,20,77,1
10928,563,127846,-1
10929,20,51,1
10930,563,128272,-1
10931,20,36,1
10932,563,1276787,1
10933,20,488,-1
10934,1077,2613,1
10935,20,441,-1
10936,563,395979,-1
10937,20,53,1
10938,563,128313,-1
10939,20,98,1
10940,1077,17365016,1
10941,20,156,-1
10942,563,261503,-1
10943,20,55,1
10944,563,128000,-1
10945,20,40,1
10946,1480,51605,1
10947,131,32,1
10948,20,118,-1
10949,563,278999,-1
10950,20,63,1
10951,1480,16183269,1
10952,131,39,1
10953,20,118,-1
10954,563,281754,-1
10955,20,92,1
10956,1440,151127,-1
10957,20,36,1
10958,171,37,-1
10959,20,10,1
10960,563,3221477,-1
10961,20,41,1
10962,1077,4065,1
10963,20,217,-1
10964,563,87,1
10965,20,82,-1
10966,1077,152160,1
10967,1480,375,1
10968,20,87,-1
10969,131,20,1
10970,20,92,-1
10971,563,164426,-1
10972,20,36821,1
10973,1077,128016,-1
10974,20,60,1
10975,1358,84085,-1
10976,20,45,1
10977,1077,401,1
10978,20,188,-1
10979,282,43787,-1
10980,20,38954,1
10981,563,2349256,1
10982,20,209,-1
10983,563,415901,-1
10984,20,55,1
10985,563,767,1
10986,20,174,-1
10987,1077,200,1
10988,20,118,-1
10989,563,125900,-1
10990,20,37867,1
10991,563,1362468,-1
10992,20,97,1
10993,1077,166211,-1
10994,20,97,1
10995,563,5074151,-1
10996,20,47,1
10997,1077,127700,-1
10998,20,19,1
10999,1480,10000320,1
11000,131,77,1
11001,20,131,-1
11002,563,296351,-1
11003,20,154,1
11004,563,17696833,1
11005,20,163,-1
11006,1077,1107697,1
11007,20,195,-1
11008,1480,1206547,1
11009,131,69,1
11010,20,61,-1
11011,1077,3796439,1
11012,20,153,-1
11013,563,1891665,1
11014,20,164,-1
11015,1077,346,1
11016,20,126,-1
11017,563,1671231,1
11018,20,410,-1
11019,1480,674643,1
11020,131,72,1
11021,20,81,-1
11022,563,1997807,1
11023,20,185,-1
11024,563,1638233,-1
11025,20,55,1
11026,563,362509,1
11027,563,90,1
11028,20,77,-1
11029,20,19,-1
11030,1077,990591,1
11031,20,286,-1
11032,563,1013662,1
11033,20,156,-1
11034,1077,2000221,1
11035,20,181,-1
11036,563,983812,1
11037,20,163,-1
11038,1077,1015073,1
11039,20,167,-1
11040,563,1705091,1
11041,20,205,-1
11042,563,291124,1
11043,20,178,-1
11044,563,2003334,1
11045,20,231,-1
11046,563,29796,-1
11047,20,36,1
11048,563,1555477,1
11049,20,118,-1
11050,563,413865,1
11051,20,371,-1
11052,563,2000756,1
11053,20,153,-1
11054,563,2001518,1
11055,20,245,-1
11056,563,1996322,1
11057,20,162,-1
11058,563,2002806,1
11059,20,178,-1
11060,1077,857147,-1
11061,20,77,1
11062,1077,147433,1
11063,20,325,-1
11064,563,1000288,1
11065,20,148,-1
11066,563,1000041,1
11067,20,226,-1
11068,563,1001514,1
11069,20,236,-1
11070,563,994501,1
11071,20,175,-1
11072,563,998570,1
11073,20,183,-1
11074,563,1012104,1
11075,20,160,-1
11076,563,989070,1
11077,20,165,-1
11078,563,1004572,1
11079,20,184,-1
11080,563,766701,-1
11081,20,51,1
11082,563,230574,1
11083,20,176,-1
11084,563,1002257,1
11085,20,155,-1
11086,563,128860,-1
11087,20,36,1
11088,563,1869,1
11089,20,123,-1
11090,563,136403,-1
11091,563,1974,1
11092,20,153,-1
11093,563,153862,-1
11094,1077,2274,1
11095,20,145,-1
11096,563,235646,-1
11097,1077,311,1
11098,20,145,-1
11099,563,127502,-1
11100,1077,285,1
11101,20,136,-1
11102,563,128488,-1
11103,20,37753,1
11104,563,42611,1
11105,20,181,-1
11106,563,86087,-1
11107,20,56,1
11108,1077,1967839,1
11109,20,200,-1
11110,1480,1953761,1
11111,131,41,1
11112,20,125,-1
11113,1077,2098623,1
11114,20,211,-1
11115,563,1901010,1
11116,20,204,-1
11117,563,2003392,1
11118,20,142,-1
11119,563,2006608,1
11120,20,154,-1
11121,1077,2069656,1
11122,20,176,-1
11123,563,1929323,1
11124,20,190,-1
11125,1077,209568,-1
11126,20,66,1
11127,563,1790581,1
11128,20,164,-1
11129,563,2012343,1
11130,20,154,-1
11131,563,2008878,1
11132,20,267,-1
11133,563,2018177,1
11134,20,180,-1
11135,1077,495893,1
11136,20,173,-1
11137,563,231137,-1
11138,20,51,1
11139,563,177267,1
11140,20,257,-1
11141,20,1069053,1
11142,20,130110,-1
11143,20,126,1
11144,260,473,1
11145,20,339,-1
11146,1077,86313,-1
11147,20,61,1
11148,764,45650,-1
11149,20,99,1
11150,146,5870,1
11151,20,286,-1
11152,71,131101,-1
11153,58,596,1
11154,20,247,-1
11155,1440,129470,-1
11156,93,51,-1
11157,20,13,1
11158,1077,1137,1
11159,20,280,-1
11160,563,139907,-1
11161,563,3657,1
11162,20,412,-1
11163,563,246607,1
11164,20,524,-1
11165,563,2193264,1
11166,1077,103,1
11167,20,51,-1
11168,20,36,-1
11169,563,156002,-1
11170,563,2099,1
11171,20,113,-1
11172,563,128495,-1
11173,563,6239,1
11174,20,326,-1
11175,563,128158,-1
11176,563,2583,1
11177,20,114,-1
11178,563,129020,-1
11179,563,4461,1
11180,20,198,-1
11181,563,200266,-1
11182,1480,5485,1
11183,1480,83,1
11184,20,60,-1
11185,1201,56,1
11186,20,78,-1
11187,1480,117,1
11188,1480,66,1
11189,20,70,-1
11190,1201,54,1
11191,20,51,-1
11192,1480,108,1
11193,1480,64,1
11194,20,53,-1
11195,1201,64,1
11196,20,59,-1
11197,1480,116,1
11198,1480,79,1
11199,20,52,-1
11200,1201,48,1
11201,20,59,-1
11202,209,73,1
11203,20,56,-1
11204,1480,144,1
11205,1480,66,1
11206,20,51,-1
11207,1041,60,1
11208,20,60,-1
11209,1480,120,1
11210,1480,68,1
11211,20,51,-1
11212,1201,60,1
11213,20,48,-1
11214,1480,115,1
11215,1480,71,1
11216,20,49,-1
11217,1201,61,1
11218,20,47,-1
11219,1480,115,1
11220,1480,58,1
11221,1201,66,1
11222,20,49,-1
11223,369,74,1
11224,20,67,-1
11225,1480,147,1
11226,1480,67,1
11227,1201,61,1
11228,20,49,-1
11229,1480,114,1
11230,1480,62,1
11231,1201,61,1
11232,20,48,-1
11233,1480,112,1
11234,1480,64,1
11235,1201,61,1
11236,20,63,-1
11237,1480,84,1
11238,1480,64,1
11239,1201,61,1
11240,20,49,-1
11241,209,59,1
11242,20,49,-1
11243,1480,82,1
11244,1480,66,1
11245,1041,61,1
11246,20,46,-1
11247,1480,97,1
11248,1480,54,1
11249,1201,51,1
11250,20,46,-1
11251,1480,94,1
11252,885,58,1
11253,20,50,-1
11254,563,124140,-1
11255,20,2089,-1
11256,20,34471,1
11257,1358,82679,-1
11258,20,51,1
11259,1440,6139,-1
11260,20,46,1
11261,1276,45,-1
11262,20,9,1
11263,748,3272,-1
11264,20,36,1
11265,1358,23724,-1
11266,20,64,1
11267,1358,38005,-1
11268,20,37914,1
11269,1440,28127,-1
11270,1440,243,-1
11271,20,46,1
11272,1194,104,-1
11273,1440,26,-1
11274,1440,18,-1
11275,1194,15,-1
11276,20,122,1
11277,1440,36359,-1
11278,1440,55,-1
11279,20,15,1
11280,1194,16,-1
11281,20,636,1
11282,1358,36712,-1
11283,1440,83,-1
11284,20,25,1
11285,1276,47,-1
11286,20,782,1
11287,1440,53080,-1
11288,1440,54,-1
11289,20,18,1
11290,1194,44,-1
11291,1440,11,-1
11292,1440,6,-1
11293,1440,5,-1
11294,1112,5,-1
11295,1358,5,-1
11296,20,18,1
11297,1440,258033,-1
11298,20,66,1
11299,1440,17,-1
11300,20,9,1
11301,1194,19,-1
11302,20,7,1
11303,1440,14,-1
11304,20,6,1
11305,1440,13,-1
11306,20,6,1
11307,1194,13,-1
11308,20,5,1
11309,1440,12,-1
11310,20,7,1
11311,1440,12,-1
11312,20,5,1
11313,1440,13,-1
11314,20,6,1
11315,1440,12,-1
11316,20,6,1
11317,1440,12,-1
11318,20,30,1
11319,1440,14,-1
11320,20,8,1
11321,1440,15,-1
11322,1440,4,-1
11323,1440,4,-1
11324,1440,4,-1
11325,538,39,-1
11326,1440,3,-1
11327,1440,4,-1
11328,1077,3201,1
11329,20,116,-1
11330,563,987,1
11331,20,238,-1
11332,563,123,1
11333,20,344,-1
11334,1077,216,1
11335,20,173,-1
11336,563,88,1
11337,20,197,-1
11338,563,56,1
11339,20,95,-1
11340,563,138,1
11341,20,191,-1
11342,563,16,1
11343,20,107,-1
11344,563,83,1
11345,20,71,-1
11346,563,17,1
11347,20,48,-1
11348,563,471,1
11349,20,97,-1
11350,563,569,1
11351,20,54,-1
11352,563,225,1
11353,20,78,-1
11354,563,176434,-1
11355,20,41,1
11356,1077,340,1
11357,20,97,-1
11358,563,2357,-1
11359,1358,8665,-1
11360,1077,302,1
11361,20,113,-1
11362,1358,11446,-1
11363,1077,385,1
11364,20,117,-1
11365,1077,17,1
11366,20,81,-1
11367,20,15945,1
11368,563,39366,1
11369,20,380,-1
11370,1116,48918,-1
11371,20,39370,1
11372,563,1183,-1
11373,20,35,1
11374,563,1528,1
11375,20,129,-1
11376,563,67,1
11377,20,84,-1
11378,1358,84322,-1
11379,20,75,1
11380,563,1595,1
11381,20,240,-1
11382,563,1790,1
11383,20,211,-1
11384,1480,3288,1
11385,645,216,1
11386,20,246,-1
11387,854,30319,-1
11388,1077,3246,1
11389,20,239,-1
11390,563,736,-1
11391,20,36,1
11392,563,2375,1
11393,20,660,-1
11394,563,125260,-1
11395,20,38110,1
11396,1358,37125,-1
11397,20,45,1
11398,1358,58,-1
11399,1358,11,-1
11400,20,143,1
11401,1077,350,1
11402,20,200,-1
11403,1358,6143,-1
11404,563,5802,1
11405,20,99,-1
11406,1077,432,1
11407,20,100,-1
11408,1077,1029,1
11409,20,82,-1
11410,1358,61973,-1
11411,729,15578,-1
11412,20,37,1
11413,563,1039,1
11414,20,126,-1
11415,563,127413,-1
11416,1077,993,1
11417,20,329,-1
11418,1358,43565,-1
11419,20,37363,1
11420,1358,45264,-1
11421,20,38219,1
11422,1058,1380,-1
11423,20,214,1
11424,563,2609,1
11425,20,263,-1
11426,563,125346,-1
11427,563,1884,1
11428,20,288,-1
11429,1358,122368,-1
11430,311,3959,-1
11431,20,126,1
11432,1077,2348,1
11433,20,137,-1
11434,563,34406,1
11435,20,186,-1
11436,1077,955,1
11437,20,164,-1
11438,563,1049,1
11439,20,180,-1
11440,563,205,1
11441,20,146,-1
11442,563,218354,-1
11443,20,0,1
11444,563,24191,-1
11445,1358,27993,-1
11446,20,52,1
11447,311,129108,-1
11448,1077,602,1
11449,20,326,-1
11450,563,227113,-1
11451,563,947,1
11452,20,102,-1
11453,563,235,1
11454,20,69,-1
11455,1077,247,1
11456,20,88,-1
11457,1106,65590,-1
11458,20,39,1
11459,563,164291,-1
11460,563,32094,1
11461,20,239,-1
11462,20,5548,1
11463,563,162744,-1
11464,20,82,1
11465,1440,23928,-1
11466,20,45,1
11467,1276,51,-1
11468,20,14,1
11469,457,104490,-1
11470,20,41,1
11471,563,1331,1
11472,20,396,-1
11473,1077,23814,1
11474,20,140,-1
11475,563,348734,-1
11476,1358,7267,-1
11477,20,36,1
11478,1358,9371,-1
11479,20,37506,1
11480,1000,81115,-1
11481,20,43,1
11482,563,1343,1
11483,20,130,-1
11484,563,191264,1
11485,20,540,-1
11486,563,998609,1
11487,20,164,-1
11488,1480,487082,1
11489,131,36,1
11490,20,149,-1
11491,563,257842,1
11492,20,510,-1
11493,563,127422,-1
11494,20,36360,1
11495,563,521101,-1
11496,20,158,1
11497,563,312974,1
11498,20,159,-1
11499,563,254786,1
11500,20,251,-1
11501,563,1998980,1
11502,20,155,-1
11503,1480,1033353,1
11504,131,89,1
11505,20,116,-1
11506,1077,373777,-1
11507,20,55,1
11508,563,979,1
11509,20,105,-1
11510,1480,2578,1
11511,131,28,1
11512,20,96,-1
11513,1077,543461,-1
11514,563,1704,1
11515,20,228,-1
11516,1077,3192,1
11517,20,200,-1
11518,563,41240,1
11519,20,712,-1
11520,563,355429,-1
11521,1358,867,-1
11522,20,61,1
11523,1358,2763,-1
11524,1358,81,-1
11525,20,30,1
11526,1358,274,-1
11527,1440,2151,-1
11528,20,55,1
11529,1276,114,-1
11530,1440,8652,-1
11531,20,36,1
11532,1276,37,-1
11533,1358,5929,-1
11534,20,83,1
11535,1440,107930,-1
11536,1440,92,-1
11537,20,28,1
11538,1440,44,-1
11539,1112,15,-1
11540,20,19,1
11541,1440,2544,-1
11542,1440,33,-1
11543,20,10,1
11544,1440,30,-1
11545,1112,7,-1
11546,20,9,1
11547,563,380,1
11548,20,199,-1
11549,1440,1779,-1
11550,1440,43,-1
11551,20,19,1
11552,1194,55,-1
11553,1440,13,-1
11554,20,12,1
11555,1440,46,-1
11556,1194,13,-1
11557,20,15,1
11558,563,495,1
11559,20,272,-1
11560,890,7810,-1
11561,20,36367,1
11562,1358,266891,-1
11563,20,50,1
11564,1440,184,-1
11565,20,15,1
11566,889,30,-1
11567,20,8,1
11568,1358,3211,-1
11569,20,18,1
11570,1440,2250,-1
11571,20,18,1
11572,1276,37,-1
11573,20,10,1
11574,1358,6402,-1
11575,20,45,1
11576,1440,4750,-1
11577,20,22,1
11578,1276,57,-1
11579,20,10,1
11580,1358,52,-1
11581,20,13,1
11582,1440,28,-1
11583,20,10,1
11584,1276,15,-1
11585,20,7,1
11586,563,337,1
11587,20,104,-1
11588,1440,989,-1
11589,1440,24,-1
11590,20,9,1
11591,1194,21,-1
11592,1358,59,-1
11593,20,11,1
11594,1358,5426,-1
11595,1358,49,-1
11596,20,15,1
11597,1440,35,-1
11598,1440,8,-1
11599,20,10,1
11600,1194,25,-1
